date,id,pdf,pm,release_type,subjects,title
1974-07-26,3335,https://pmtranscripts.pmc.gov.au/sites/default/files/original/00003335.pdf,"Whitlam, Gough",Speech,,"SPEECH BY THE PRIME MINISTER, THE HON. E.G. WHITLAM, Q.C., M.P., AT THE 16TH ANNIVERSARY OF THE OFFICIAL OPENING OF THE LIVERPOOL DISTRICT HOSPITAL SYDNEY - FRIDAY 26 JULY 1974"
2012-05-06,18546,,"Gillard, Julia",Media Release,,Schoolkids Bonus
2010-03-08,17113,,"Rudd, Kevin",Media Release,,Prime Minister Minister for the Status of Women International Women's Day Hobart 8 March 2010
1974-11-14,3453,https://pmtranscripts.pmc.gov.au/sites/default/files/original/00003453.pdf,"Whitlam, Gough",Media Release,,ASSISTANCE TO THE AUSTRALIAN MOTOR INDUSTRY
2011-10-26,18220,,"Gillard, Julia",Media Release,,Boost for Australian industry to supply major resource projects
2017-11-30,41355,,"Turnbull, Malcolm",Media Release,,Royal Commission – Banks and Financial Services
1973-08-28,2995,https://pmtranscripts.pmc.gov.au/sites/default/files/original/00002995.pdf,"Whitlam, Gough",Media Release,,NEW SECRETARY FOR FOREIGN AFFAIRS NEXT YEAR
1979-04-17,5022,https://pmtranscripts.pmc.gov.au/sites/default/files/original/00005022.pdf,"Fraser, Malcolm",Media Release,,1979 VICTORIAN ELECTION CAMPAIGN OPENING
2003-10-20,20967,,"Howard, John",Interview,,"Interview with Graeme Dobell AM Programme, ABC"
2000-12-13,11562,,"Howard, John",Media Release,,Illicit Drugs Policy
1966-02-09,1244,https://pmtranscripts.pmc.gov.au/sites/default/files/original/00001244.pdf,"Holt, Harold",Media Release,,VISIT BY U.S. VICE-PRESIDENT
2007-12-12,15704,,"Rudd, Kevin",Speech,,"High Level Segment of the 13th conference of the Parties, United Nations Framework Convention on Climate Change, Bali, Indonesia"
1995-06-07,9618,https://pmtranscripts.pmc.gov.au/sites/default/files/original/00009618.pdf,"Keating, Paul",Media Release,,Statement by the Prime Minister - proposal for an Australian Republic
1962-08-29,598,https://pmtranscripts.pmc.gov.au/sites/default/files/original/00000598.pdf,"Menzies, Robert",Speech,,"SPEECH BY THE PRIME MINISTER RIGHT HON. R.G. MENZIES AT THE OPENING OF THE PHYTOTRON AT C.S.I.R.O., CANBERRA, ACT. ON 29TH AUGUST, 1962"
1992-05-11,8506,https://pmtranscripts.pmc.gov.au/sites/default/files/original/00008506.pdf,"Keating, Paul",Press Conference,,TRANSCRIPT OF THE THE PRIME MINISTER THE HON P J KEATING MP AND THE TREASURER THE HON J S DAWKINS MP
1989-06-11,7635,https://pmtranscripts.pmc.gov.au/sites/default/files/original/00007635.pdf,"Hawke, Robert",Speech,,SPEECH BY THE PRIME MINISTER ALP STATE CONFERENCE SYDNEY 11 JUNE 1989
1966-02-16,1250,https://pmtranscripts.pmc.gov.au/sites/default/files/original/00001250.pdf,"Holt, Harold",Media Release,,VISIT BY VICE-PRESIDENT HUMPHREY
2007-12-20,15710,,"Rudd, Kevin",Interview,,"Transcript of Joint Press Conference with Premiers  Brumby, Iemma, Bligh, Carpenter, Lennon, Acting Premier Foley, and Chief Ministers Stanhope and Henderson, Following the Council of Australian Governments' Meeting, Government House, Melbourne"
1992-05-14,8512,https://pmtranscripts.pmc.gov.au/sites/default/files/original/00008512.pdf,"Keating, Paul",Media Release,,"STATEMENT BY THE PRIME MINISTER, THE HON, P.J. KEATING, MP"
1989-06-04,7621,https://pmtranscripts.pmc.gov.au/sites/default/files/original/00007621.pdf,"Hawke, Robert",Interview,,"TRANSCRIPT OF DOORSTOP, MARIST COLLEGE, ASHGROVE, BRISBANE 4 JUNT 1989"
2010-03-04,17107,,"Rudd, Kevin",Interview,,Prime Minister Transcript of interview with 4BC Breakfast 4 March 2010
2011-10-30,18234,,"Gillard, Julia",Interview,,Transcript of joint press conference with Commonwealth Secretary-General Sharma
1974-11-12,3447,https://pmtranscripts.pmc.gov.au/sites/default/files/original/00003447_0.pdf,"Whitlam, Gough",Statement in Parliament,,STATEMENT ON THE ECONOMY
1977-02-21,4328,https://pmtranscripts.pmc.gov.au/sites/default/files/original/00004328_0.pdf,"Fraser, Malcolm",Speech,,ADDRESS AT THE MELBOURNE STATE COLLEGE
2017-11-22,41341,,"Turnbull, Malcolm",Media Release,,Delivering faster payments for small business
1998-01-15,10668,,"Howard, John",Interview,,"TRANSCRIPT OF THE PRIME MINISTER                  THE HON JOHN HOWARD MP                  DOORSTOP                KIRRIBILLI HOUSE, SYDNEY"
1973-07-31,2981,https://pmtranscripts.pmc.gov.au/sites/default/files/original/00002981.pdf,"Whitlam, Gough",Media Release,,PRICES JUSTIFICATION TRIBUNAL
2003-10-21,20973,,"Howard, John",Interview,,"Press Conference, Sukhothai Hotel, Bangkok"
1979-05-01,5036,https://pmtranscripts.pmc.gov.au/sites/default/files/original/00005036.pdf,"Fraser, Malcolm",Media Release,,CONDOLENCE MOTION: THE HON FRANK STEWART
2000-10-18,11576,,"Howard, John",Media Release,,Australian Assistance to the Papua New Guinea Defence Force (PNGDF)
2008-11-05,16219,,"Rudd, Kevin",Media Release,,"Joint Media Release with  the Minister for Health, Nicola Roxon Boosting Australia's Vital GP Workforce"
1972-12-20,2759,https://pmtranscripts.pmc.gov.au/sites/default/files/original/00002759.pdf,"Whitlam, Gough",Media Release,,REPORT TO THE NATION - 20 DECEMBER 1972
2017-02-12,40739,,"Turnbull, Malcolm",Media Release,,North Korean ballistic missile launch
1982-02-18,5750,https://pmtranscripts.pmc.gov.au/sites/default/files/original/00005750.pdf,"Fraser, Malcolm",Speech,,'ARRIVAL OF NATURAL GAS' CANBERRA
1999-02-08,11210,,"Howard, John",Interview,,"TRANSCRIPT OF THE PRIME MINISTER                   THE HON JOHN HOWARD MP                   DOORSTOP INTERVIEW                 PARLIAMENT HOUSE, PRIME MINISTER&#146;S COURTYARD"
2018-01-26,41427,,"Turnbull, Malcolm",Transcript,Australia Day; TPP,Doorstop - Australia Day
1983-01-16,5988,https://pmtranscripts.pmc.gov.au/sites/default/files/original/00005988.pdf,"Fraser, Malcolm",Media Release,,WAGE PAUSE
2011-02-11,17661,,"Gillard, Julia",Media Release,,A better deal for patients
2012-05-08,18552,,"Gillard, Julia",Media Release,,Spreading the benefits of the boom
1974-07-08,3321,https://pmtranscripts.pmc.gov.au/sites/default/files/original/00003321.pdf,"Whitlam, Gough",Media Release,,FRENCH NUCLEAR TESTS
1991-03-15,8274,https://pmtranscripts.pmc.gov.au/sites/default/files/original/00008274.pdf,"Hawke, Robert",Speech,,SPEECH BY THE PRIME MINSITER ADDRESS TO TEH COMITTEE FOR ECONOMIC DEVELOPMENT OF AUSTRALIA BRISBANE - 15 MARCH 1991
2000-05-20,22802,,"Howard, John",Media Release,,Visit to the United Kingdom
1987-04-01,7147,https://pmtranscripts.pmc.gov.au/sites/default/files/original/00007147.pdf,"Hawke, Robert",Press Conference,,"RRANSCRIPT OF PRESS CONFERENCE, PARLIAMENT HOUSE, 1 APRIL 1987"
2002-09-05,12719,,"Howard, John",Interview,,"TRANSCRIPT OF THE PRIME MINISTER  THE HON JOHN HOWARD MP  DOORSTOP INTERVIEW, BRISBANE"
1983-11-10,6259,https://pmtranscripts.pmc.gov.au/sites/default/files/original/00006259.pdf,"Hawke, Robert",Speech,,SPEECH BY THE PRIME MINISTER MEDIUM AND LONG TERM GROWTH STRATEGIES SYDNEY CHAMBER OF COMMERCE - 10 NOVEMBER 1983
1967-03-31,1536,https://pmtranscripts.pmc.gov.au/sites/default/files/original/00001536.pdf,"Holt, Harold",Speech,,"ASIAN TOUR 1967 - CAMBODIA - DINNER IN HONOUR OF PRINCE SIHANOUK, GIVEN BY THE PRIME MINISTER, MR HAROLD HOLT, AT PHNOM PENH - 31ST MARCH 1967"
1969-03-13,2017,https://pmtranscripts.pmc.gov.au/sites/default/files/original/00002017.pdf,"Gorton, John",Media Release,,FOR PRESS: P.M. NO. 29/1969 - SPECIAL NON-RECURRING REVENUE GRANT
2009-05-13,16557,,"Rudd, Kevin",Interview,,Interview with Kerry O'Brien - 7.30 Report
1999-08-13,11238,,"Howard, John",Media Release,,Santos School of Petroleum Engineering at the University of Adelaide
1982-03-19,5778,https://pmtranscripts.pmc.gov.au/sites/default/files/original/00005778.pdf,"Fraser, Malcolm",Media Release,,DAVID BARNETT OBE
2011-05-30,17891,,"Gillard, Julia",Interview,,"Transcript of press doorstop interview, Sydney"
2017-01-27,40711,,"Turnbull, Malcolm",Transcript,,Radio interview with Neil Mitchell 3AW
1996-10-11,10126,https://pmtranscripts.pmc.gov.au/sites/default/files/original/00010126.pdf,"Howard, John",Speech,,"TRANSCRIPT OF THE PRIME MINISTER THE HON.JOHN HOWARD MP SPEECH AT THE OPENING OF THE CSR FIBRE CEMENT FACTORY WETHERILL PARK, SYDNEY"
1977-08-15,4466,https://pmtranscripts.pmc.gov.au/sites/default/files/original/00004466.pdf,"Fraser, Malcolm",Media Release,,"NORTHERN TERRITORY ELECTIONS, 15 AUGUST 1977"
1974-07-01,3309,https://pmtranscripts.pmc.gov.au/sites/default/files/original/00003309.pdf,"Whitlam, Gough",Media Release,,ESTABLISHMENT OF DIPLOMATIC RELATIONS WITH KUWAIT
2011-02-03,17649,,"Gillard, Julia",Interview,,"Transcript of press conference, Canberra"
2015-03-13,24283,,"Abbott, Tony",Transcript,"Freight Equalisation Scheme,  Tasmanian economy,  Glenn Lazarus,  Renewable Energy Target,  higher education reform.","Joint Doorstop Interview, Devonport"
1983-11-22,6271,https://pmtranscripts.pmc.gov.au/sites/default/files/original/00006271.pdf,"Hawke, Robert",Press Conference,,"PARTIAL TRANSCRIPT OF PRESS CONFERENCE, ORIENTAL HOTEL, 22 NOVEMBER 1983"
1994-03-01,9142,https://pmtranscripts.pmc.gov.au/sites/default/files/original/00009142.pdf,"Keating, Paul",Interview,,"TRANSCRIPT OF THE PRIME MINISTER THE HON P J KEATING MP INTERVIEW WITH STAN GRANT, REAL LIFE PROGRAM, CH 7 I MARCH 1994"
2002-08-07,12731,,"Howard, John",Interview,,"TRANSCRIPT OF THE PRIME MINISTER  THE HON JOHN HOWARD MP  INTERVIEW WITH MELISSA DOYLE AND JIM WILSON,  SEVEN SUNRISE"
2008-01-29,15738,,"Rudd, Kevin",Interview,,Interview  Network Seven Sunrise Program
2006-03-28,22194,,"Howard, John",Interview,,"Joint Press Conference with the Right Honourable Tony Blair Prime Minister of United Kingdom Parliament House, Canberra"
1966-03-25,1278,https://pmtranscripts.pmc.gov.au/sites/default/files/original/00001278_0.pdf,"Holt, Harold",Interview,,"PRESS. RADIO AND TELEVISION CONFERENCE GIVEN BY THE PRIME MINISTER, MR. HAROLD HOLT. AT SOUTH AUSTRALIAN HOTE, ADELAIDE S.A  25TH MARCH, 1966"
1984-10-22,6517,https://pmtranscripts.pmc.gov.au/sites/default/files/original/00006517.pdf,"Hawke, Robert",Press Conference,,"TRANSCRIPT OF PRESS CONFERENCE, COLONIAL MOTOR, LAUNCESTON, 22 OCTOBER 1984"
1995-06-08,9624,https://pmtranscripts.pmc.gov.au/sites/default/files/original/00009624.pdf,"Keating, Paul",Interview,,"TRANSCRIPT OF THE PRIME MINISTER, THE HON P J KEATING MP INTERVIEW WITH PRU GOWARD,""DAYBREAK"", RADIO NATIONAL 8 JUNE 1995"
2001-05-04,12057,,"Howard, John",Interview,,Television Interview wtih Mike Munro - A Current Affair
1989-05-22,7609,https://pmtranscripts.pmc.gov.au/sites/default/files/original/00007609.pdf,"Hawke, Robert",Speech,,SPEECH BY THE PRIME MINISTER FEDERAL CHAMBER OF AUTOMOTIVE INDUSTRIES 50TH ANNIVERSARY DINNER CANBERRA - 22 MAY 1989
1999-01-28,31856,,"Howard, John",Speech,,"Federation Address ""The Australian Way"" Presented to The Queensland Chamber of Commerce and Industry"
2003-07-08,20783,,"Howard, John",Media Release,,New Apprenticeship Centres
1998-08-13,10640,,"Howard, John",Interview,,TRANSCRIPT OF THE PRIME MINISTER                  THE HON. JOHN HOWARD MP                  TELEVISION INTERVIEW WITH RAY MARTIN                  A CURRENT AFFAIR
2017-12-07,41369,,"Turnbull, Malcolm",Media Release,,"A stronger, safer and secure Australia"
1977-01-18,4300,https://pmtranscripts.pmc.gov.au/sites/default/files/original/00004300.pdf,"Fraser, Malcolm",Speech,,"PRIME MINISTER'S ADDRESS ON THE OCCASSION OF THE OPENING OF THE CHINESE EXHIBITION, MELBOURNE, 18.1.77"
2015-11-16,40077,,"Turnbull, Malcolm",Transcript,,Final statement to G20 members
2013-03-01,19102,,"Gillard, Julia",Media Release,,Gillard Government Invests in 750 New Jobs in Tasmania
1998-12-14,10898,,"Howard, John",Speech,,TRANSCRIPT OF THE PRIME MINISTER                 THE HON JOHN HOWARD MP                 LAUNCH OF THE PRIME MINISTERIAL YOUTH HOMELESSNESS TASKFORCE REPORT
1973-01-15,2771,https://pmtranscripts.pmc.gov.au/sites/default/files/original/00002771.pdf,"Whitlam, Gough",Media Release,,GOVERNMENT WELCOMES RELEASE OF FRANCIS JAMES
2008-11-11,16231,,"Rudd, Kevin",Media Release,,"Joint media release with, Minister for Veterans' Affairs Alan Griffin Remembrance Day"
2011-10-07,18208,,"Gillard, Julia",Video Transcript,,Kingston Community Cabinet - Video Highlights Transcript
2003-07-14,20797,,"Howard, John",Interview,,"Press Conference Makati Shangri-la Hotel, Manila"
2014-10-27,31842,,"Abbott, Tony",Speech,,"Address to the Association of Australian Medical Research Institutes Annual Dinner, Parliament House, Canberra"
1998-08-14,10654,,"Howard, John",Interview,,"TRANSCRIPT OF THE PRIME MINISTER                  THE HON JOHN HOWARD MP                RADIO INTERVIEW &#150; ALAN JONES, 2UE"
1977-02-09,4314,https://pmtranscripts.pmc.gov.au/sites/default/files/original/00004314.pdf,"Fraser, Malcolm",Media Release,,AUSTRALIAN AMBASSADOR TO UNESCO
2015-11-05,40063,,"Turnbull, Malcolm",Transcript,,Address to the Business Council of Australia 2015 Annual Dinner
1973-01-01,2765,https://pmtranscripts.pmc.gov.au/sites/default/files/original/00002765.pdf,"Whitlam, Gough",Media Release,,GATT ANTI-DUMPING CODE
2013-02-27,19116,,"Gillard, Julia",Video Transcript,,Transcript of Joint Press Conference
2008-11-07,16225,,"Rudd, Kevin",Interview,,"Doorstop Interview Kirribilli House, Sydney"
2004-08-27,21489,,"Howard, John",Speech,,Hobart Business Community Drinks Tasmania
2006-03-21,22180,,"Howard, John",Interview,,Interview with Alan Jones Radio 2GB
1984-10-16,6503,https://pmtranscripts.pmc.gov.au/sites/default/files/original/00006503.pdf,"Hawke, Robert",Media Release,,VIST TO AUSTRALIA BY Governor-General of New Zealand
2001-08-31,12043,,"Howard, John",Interview,,"Interview on Radio 3AW, Melbourne"
1995-06-15,9630,https://pmtranscripts.pmc.gov.au/sites/default/files/original/00009630.pdf,"Keating, Paul",Interview,,"TRANSCRIPT OF THE PRIME MINISTER, THE HON P J KEATING MP INTERVIEW WITH JULES RETRO, ABC RADIO 7ZR, HOBART, 15 JUNE 1995"
1991-01-26,8248,https://pmtranscripts.pmc.gov.au/sites/default/files/original/00008248.pdf,"Hawke, Robert",Speech,,SPEECH BY THE PRIME MINISTER AUSTRALIAN AND YOUNG AUSTRALIAN OF THE YEAR AWARDS SYDNEY - 26 JANUARY 1991
1983-11-18,6265,https://pmtranscripts.pmc.gov.au/sites/default/files/original/00006265.pdf,"Hawke, Robert",Media Release,,UNKNOWN
2002-06-06,12725,,"Howard, John",Interview,,"TRANSCRIPT OF THE PRIME MINISTER  THE HON JOHN HOWARD MP  JOINT PRESS CONFERENCE WITH HIS EXCELLENCY   MR CONSTANTINOUS STEPHANOPOULOS, PRESIDENT OF THE HELLENIC REPUBLIC PARLIAMENT HOUSE, CANBERRA"
1994-03-16,9156,https://pmtranscripts.pmc.gov.au/sites/default/files/original/00009156.pdf,"Keating, Paul",Interview,,"TRANSCRIPT OF  THE PRIME MINISTER, THE HON P J KEATING MP DOOR STOP OVERSEAS PASSENGER TERMINAL"
1969-02-24,2003,https://pmtranscripts.pmc.gov.au/sites/default/files/original/00002003.pdf,"Gorton, John",Media Release,,"FOR PRESS: P.M. NO. 22/1969 - NEW DATE FOR FIVE POWER TALKS - STATEMENT BY THE PRIME MINISTER, MR. JOHN GORTON"
2009-05-06,16543,,"Rudd, Kevin",Media Release,,$2.1 million towards Coronoation Park Netball Complex Redevelopment
2017-01-24,40705,,"Turnbull, Malcolm",Transcript,,"Doorstop with the Minister Assisting the Prime Minister for Cyber Security, the Hon. Dan Tehan MP"
2011-05-24,17885,,"Gillard, Julia",Media Release,,Australian emergency personnel thanked for their efforts in New Zealand and Japan
1996-10-15,10132,https://pmtranscripts.pmc.gov.au/sites/default/files/original/00010132.pdf,"Howard, John",Interview,,"TRANSCRIPT OF THE PRIME MINISTER THE HON JOHN HOWARD, MP INTERVIEW WITH KERRY O'BRIEN - 7.30 REPORT"
1977-08-19,4472,https://pmtranscripts.pmc.gov.au/sites/default/files/original/00004472.pdf,"Fraser, Malcolm",Speech,,"ADDRESS TO THE ANNUAL NEW SOUTH WALES LIBERAL PARTY STATE CONVENTION, 19 AUGUST 1977"
2004-05-12,21270,,"Howard, John",Interview,,"Interview with Naomi Robson Today Tonight, Channel Seven"
2017-03-24,40842,,"Turnbull, Malcolm",Transcript,Child care reform; Closure of Hazelwood power station; Housing affordability,"Doorstop with the Minister for Education and Training, Senator The Hon. Simon Birmingham"
1974-06-03,3282,https://pmtranscripts.pmc.gov.au/sites/default/files/original/00003282.pdf,"Whitlam, Gough",Speech,,"SPEECH BY THE PRIME MINISTER, MR EG WHITLAM QC MP, AT A NATURALIZATION CEREMONY, LIVERPOOL COUNCIL CHAMBERS, 3 JUNE 1974"
2018-04-24,41584,,"Turnbull, Malcolm",Transcript,,"Joint Remarks with Jens Stoltenberg, NATO Secretary General, Brussels"
1961-07-24,349,https://pmtranscripts.pmc.gov.au/sites/default/files/original/00000349.pdf,"Menzies, Robert",Speech,,"SPEECH BY THE PRIME MINISTER, THE RT. HON. R G MENZIES AT NATURALISATION CEREMONY, PERTH ON 24TH JULY 1961"
2015-03-21,24308,,"Abbott, Tony",Media Release,,Additional $100 million to protect the Great Barrier Reef
2002-06-04,12862,,"Howard, John",Media Release,,GENERAL SIR JOHN MONASH AWARDS
2014-05-03,23467,,"Abbott, Tony",Media Release,,NDIS agreement signed by the Commonwealth and the Northern Territory Government
1967-02-08,1495,https://pmtranscripts.pmc.gov.au/sites/default/files/original/00001495.pdf,"Holt, Harold",Press Conference,,"NEW ZEALAND TOUR 1967 - PRESS CONFERENCE GIVEN BY THE PRIME MINISTER, MR HAROLD HOLT AT FAIRBAIRN AIRPORT, CANBERRA ON HIS RETURN FROM NEW ZEALAND - 8TH FEBRUARY 1967"
2013-07-31,22779,,"Rudd, Kevin",Media Release,,$19.5 million for new cancer facilities at Chris O'Brien Lifehouse
1996-04-16,9977,https://pmtranscripts.pmc.gov.au/sites/default/files/original/00009977.pdf,"Howard, John",Speech,,Speech to Australian Football League Centenary Ball
2014-03-02,23301,,"Abbott, Tony",Transcript,"Ukraine,  Qantas,  the Government’s commitment to repeal the carbon tax,  Martin Ferguson,  Royal Commission into trade union governance and corruption,  Operation Sovereign Borders.","Interview with Andrew Bolt, The Bolt Report, Network Ten"
1989-10-18,7782,https://pmtranscripts.pmc.gov.au/sites/default/files/original/00007782.pdf,"Hawke, Robert",Media Release,,San Francisco Earthquake
1973-02-20,2822,https://pmtranscripts.pmc.gov.au/sites/default/files/original/00002822.pdf,"Whitlam, Gough",Media Release,,"GOVERNMENT TO REVIEW HIGH COMMISSION, LONDON"
2003-05-29,20608,,"Howard, John",Media Release,,Creating Common Wealth - Commonwealth Youth Enterprise Development Forum
2012-02-20,18397,,"Gillard, Julia",Media Release,,Towards a new school funding system
2004-11-21,21516,,"Howard, John",Media Release,,Australian APEC Initiatives on Security Anti Corruption and Regional Assistance
1998-02-17,10913,,"Howard, John",Speech,,"TRANSCRIPT OF THE PRIME MINISTER                THE HON JOHN HOWARD MP                ADDRESS TO ICPO-INTERPOL 15TH ASIAN REGIONAL CONFERENCE                RYDGES HOTEL, CANBERRA"
1979-11-15,5195,https://pmtranscripts.pmc.gov.au/sites/default/files/original/00005195.pdf,"Fraser, Malcolm",Media Release,,SUMMARY OF 'PM'
1973-03-01,2836,https://pmtranscripts.pmc.gov.au/sites/default/files/original/00002836.pdf,"Whitlam, Gough",Media Release,,VISIT BY TUN DR. ISMAIL
2012-02-11,18383,,"Gillard, Julia",Media Release,,Assistance available for flood-affected Queensland and New South Wales
2004-08-30,21502,,"Howard, John",Interview,,"Interview with John Laws, Radio 2UE"
1998-02-16,10907,,"Howard, John",Speech,,"TRANSCRIPT OF THE PRIME MINISTER                THE HON JOHN HOWARD MP                PRESS CONFERENCE                PARLIAMENT HOUSE, CANBERRA"
1979-10-19,5181,https://pmtranscripts.pmc.gov.au/sites/default/files/original/00005181.pdf,"Fraser, Malcolm",Media Release,,SUMMARY OF ABC'S 'PM'
1984-10-01,6488,https://pmtranscripts.pmc.gov.au/sites/default/files/original/00006488.pdf,"Hawke, Robert",Interview,,"INTERVIEW FOR SUNDAY PROGRAM, 1 OCTOBER 1984"
1996-03-25,9963,https://pmtranscripts.pmc.gov.au/sites/default/files/original/00009963.pdf,"Howard, John",Media Release,,South Pacific Nuclear Free Zone Treaty
2014-03-07,23315,,"Abbott, Tony",Transcript,"Paid parental leave scheme,  Ukraine,  Qantas.","Doorstop Interview, Sydney"
